Board;Level;Paper;Year;Session;Title;Excerpt;Content;Verified Explanation;Tags
Edexcel;O;3204 - Bengali;2017;Aug Sep;"Why does chocolate cause acne?
";Chocolate does not cause acne. Acne is caused by overactive sebaceous glands. Sebaceous glands are microscopic glands connected to the hair follicles. Their job is to secrete skin oil (sebum), which travels up the shaft of the hair and out onto the skin in order to waterproof the body. If the glands secrete too much skin oil, the channel along the hair's shaft becomes clogged. ;" As a result, a buildup of skin oil and dead cells occurs in the glands and the hair follicle. This stagnant, clogged mass just below the skin's surface becomes infected with bacteria and turns into a pimple. Sebaceous glands accelerate their secretions in response to high levels of sex hormones, such as present during puberty. The causes of acne are therefore: 1) elevated sex hormones, 2) sebaceous glands that are overly sensitive to sex hormones, and 3) the presence of bacteria that take advantage of the situation.

Chocolate has no effect on acne, according to a study done by Dr. James E. Fulton. Dr. Fulton divided 65 subjects with mild acne into two groups; one group had people eating chocolate bars, and the other had people eating bars that looked like chocolate but contained no chocolate. In the end, there was no difference in the acne of the two groups. Though chocolate does not affect acne, anything that raises the levels of sex hormones will worsen acne. For example, using testosterone replacement therapy to boost abnormally low testosterone levels can worsen acne. For women, menstruation leads to fluctuations in hormone levels and can therefore worsen acne. Because of the three factors that combine to cause acne, various treatments work by addressing one or many of these factors.";Some treatments lower sex hormone levels, while others kill the bacteria. Also, some treatments work by widening the follicle shafts to reduce blockage.;difficulty,subject,word,buffalo,again
Edexcel;O;5014 - Environmental Management;2007;Aug Sep;"Why does mainstream medicine only treat patients with drugs?
";Mainstream medicine does not only treat patients with drugs. Mainstream medicine encompasses all techniques that have been shown by credible evidence to successfully promote and protect human health.;"This includes surgery, physical therapy, exercise, balanced nutrition, adequate sleep, preventative care, counseling and lifestyle changes. Preventing illness, treating acute conditions, and promoting general health through non-drug measures is a core part of mainstream medicine, and always has been.

If you break your arm, a competent mainstream doctor will set the bone back into place and then construct a cast around the arm to immobilize it. He won't just hand you pills and send you back home. He may give you painkillers to help you handle the pain, or antibiotics to protect against infection, but these drugs aren't healing the broken bone. The broken bone heals itself naturally when the bone is properly set in place and protected from further damage and infection. Mainstream doctors know that the human body has the innate ability to naturally heal broken bones, and that is why they treat fractures with casts instead of drugs.

If you get a deep cut in your leg, a competent mainstream doctor will stitch or medically glue your skin back together. She won't send you home with just drugs. Again, the point is that the doctor applies a treatment that aids your body's own natural healing mechanisms.

If you suffer from joint pain (bursitis), a mainstream doctor will teach you specific motions and exercises that will aid the body in its healing.

The list goes on and on. If you have a vitamin deficiency caused by poor nutrition, a mainstream doctor will instruct you on how to have a balanced diet. If you are allergic to peanuts, a mainstream doctor will instruct you on how to avoid peanut-containing foods. If you have sleep apnea, a mainstream doctor will most likely have you try using a breathing machine at night. If you suffer from post-partum depression, a mainstream doctor's first approach will most likely be signing you up for professional counseling. If you have headaches from overusing caffeine, a mainstream doctor will help you develop a plan to reduce caffeine consumption.

Furthermore, mainstream doctors instruct their patients in preventative care. They tell their patients to quit smoking, to get more exercise, to be screened for diseases and risk factors, to avoid drug abuse, to be up to date on vaccines, to cut back on alcohol over-use, to avoid risky sexual behavior, etc. Any approach that has been demonstrated by credible evidence to improve, protect, and promote human health is part of mainstream medicine and is used by competent doctors.

The misconception that medical doctors only use drugs is most likely the result of two factors. First, there are indeed a few medical doctors who often skip all the other options and go straight to prescribing drugs. They may be too over-scheduled to talk to you about lifestyle changes, or may assume that you are already know about the non-drug approaches. Whatever their excuse may be, the few doctors that act like this are simply failing to use the full resources of modern, mainstream, evidence-based medicine. They are therefore not representative of mainstream medicine in general. Fortunately, such doctors are rare. If your primary care doctor never talks to you about exercise, nutrition, screenings, or vaccines, that just means it's time to find a new doctor. Unfortunately, the incomplete approach of a few oddball doctors can taint the entire profession in some people's minds, leading them to think that doctors only use drugs.

Secondly, there has unfortunately arisen a large array of non-evidence-based healthcare providers who twist the truth in order to generate more business. In order to justify the use of their products and services, they co-opt mainstream medicine's non-drug approaches and pretend that only they provide such approaches. ""Doctors only use drugs, so come to us to find a more natural approach to healing!"" This is a common falsehood promoted by such scammers. Unfortunately, they have been somewhat successful in their misinformation efforts. Many people now see exercise, nutrition, counseling, lifestyle changes, preventative care, and natural healing as outside the realm of mainstream medicine, which is absurd.";"Note that none of this explanation is meant to imply that the use of prescribed drugs is always a bad idea. For many situations, prescribing a drug is the best approach. In many cases, a mainstream doctor is correct in going directly to that option. For acute blood-sugar episodes in diabetics, insulin injections really are the best approach. For a severe allergic reaction, an epinephrine injection really is the best option. In such situations, avoiding drugs and looking for a ""more natural approach"" could be deadly. Prescribing a drug is not automatically a sign that a doctor has failed to pursue a more effective non-drug approach.";under,planning,enjoy,try,tightly
Edexcel;O;7010 - Computer Studies;2018;Aug Sep;"Why don't dark-skinned people get sunburns?
";Dark-skinned people do get sunburns. While it's true that the higher pigment levels that make certain people's skin look dark helps protect against sunlight, the pigments do not block 100% of the light. The skin pigment melanin is produced by special skin cells called melanocytes to protect the body from the damaging effects of ultraviolet light. Higher levels of melanin means less sunburn and less skin cancer.;"But even the darkest-skinned person is not protected 100% from sunlight. A 2010 CDC study found that 13% of black women and 9% of black men reported getting at least one sunburn in the past year. Furthermore, 38% of Hispanic women and 32% of Hispanic men reported getting at least one sunburn in the past year. For comparison purposes, the average value across all ethnicities and genders was 50.1%. While dark-skinned people definitely get fewer sunburns, they still get them. When a dark-skinned person gets a sunburn, it may not be visually noticeable, but the damage is still there. A dark-skinned person with a sunburn still experiences the skin tightness, pain, sensitivity, heat, and peeling that light-skinned people experience.

Because dark-skinned people get sunburns, they also get skin cancer from sun exposure. The rates of skin cancer for dark-skinned people are far below that of light-skinned people, but the rates are not zero. Another CDC study found that about 1 in every 100,000 black people gets skin melanomas each year and about 4 in every 100,000 Hispanic people get skin melanomas each year. Dark-skinned people have a higher chance of getting skin cancer from sun exposure than of winning the lottery. But, unlike the lottery, dark-skinned people have a way to drastically alter their odds. Sunscreen protects dark skin against sunlight damage just as well as it protects light skin.";About 1 in every 200,000 black people dies from skin cancer each year and 2 in every 200,000 Hispanic people die from skin cancer each year. For comparison purposes, about 6 in every 200,000 white people die from skin cancer each year.;not,aboard,environment,seat,add
Edexcel;A;5070 - Chemistry;2021;Aug Sep;"Why isn't there just one cure for cancer?
";"There is not one cure or treatment for cancer because cancer is not a single disease. The word ""cancer"" is an umbrella term that includes hundreds of different diseases. Furthermore, cancer is typically harder to battle than infectious disease because there is no foreign agent attacking the body which can be distinguished from the healthy parts of the body. Instead, cancer involves the body's own cells doing the damage. ";"Therefore, there are just as many different types of cancer as there are different types of cells in our bodies. This means that the type of treatment that is most effective will depend on 1. where the cancer exists in the body, 2. the type of cancer, and 3. how far along the cancer is. In an introduction to the publication titled ""Nature Insight: Cancer"", the senior editor Bernd Pulverer states, ""Cancer is an umbrella term covering a plethora of conditions characterized by unscheduled and uncontrolled cellular proliferation. As the average age in many countries steadily rises, so do cancer-related deaths, so that cancer will be one of the most common causes of death in the 21st century. Almost any mammalian organ and cell type can succumb to oncogenic transformation, giving rise to a bewildering array of clinical outcomes.""";For example, thyroid gland cells take in the dietary element iodine more than other cells in order to produce thyroid hormones, which contain iodine atoms. Papillary thyroid cancer cells can therefore be destroyed by giving the patient radioactive iodine (iodine-131). When the patient drinks the radioactive iodine, it enters the bloodstream and then becomes concentrated in the thyroid cells. When this radioactive version of the element undergoes radioactive decay inside the thyroid cells, radiation is released which destroys the cells. In this way, iodine-131 can be used to treat certain thyroid cancers. At the same time, radioactive iodine cannot be used to treat prostate cancer, because prostate cells do not significantly take in iodine.;care,say,double,before,region
Cambridge;A;5070 - Chemistry;2015;Aug Sep;As light from a star spreads out and weakens, do gaps form between the photons?;The answer depends on how you look at light. However, in the most accurate approach, gaps do not form between photons as light spreads out. Light is made up of tiny fundamental bits called photons. A photon is a quantum object. As such, a photon acts a little like a particle and a little like a wave, but is actually something more complex.;"If you look at light as a collection of little particles, you could say that dimmer light has its photons more spread out. But, they are not spread out in space while traveling. Rather, they are spread out in time and space as they are received. A sufficiently sensitive photon counter device can detect the reception of light one photon at a time. Shine light at such a device and it does not receive the light as a steady stream. Rather, it receives the light as a series of discrete bundles of energy separated by gaps in time. Similarly, shine light at a sufficiently sensitive array of photon counters, and it receives the light at point locations with spatial gaps between them. When viewed in this way, a light beam always has gaps between its photons, whether the light be very bright or very dim. Very dim light beams have larger gaps in time and space between the reception of each photon compared to brighter light beams. Light from a very distant star has spread out over a very large area and become very dim in the process. The gaps between photon reception from a very distant, dim star are therefore large. Again, it is only the reception time and locations that has gaps. There are no gaps in space between the photons as they travel.

If you look at light as a wave, then there no gaps unless specifically placed there on purpose. Of course, if you repeatedly turn on and off a flashlight, the light beam coming from your flashlight will have gaps. Similarly, if you shine a continuous beam of light through a shutter that is repeatedly opening and closing, you can create gaps. But if you shine a continuous beam of light into free space, the wave will start with no gaps and therefore develop no gaps as it travels. Waves are field oscillations that are spread out smoothly through space. Spreading out a wave over a larger area just causes the wave strength to weaken, but does not cause gaps to form. Therefore, if you look at photons as waves, spatial gaps never form in light as it travels through free space, no matter how dim it gets. The light from a distance star indeed spreads out and weakens as it travels, but this just reduces the wave strength and does not introduce gaps.";A rough but helpful way to look at photons is that they act like waves while traveling and act like particles when interacting with matter. In the context of starlight, the light travels through space for millions of years acting like a wave, and then acts like a collection of particles when hitting the photon detector, the telescope, or an eye. Each photon therefore collapses from mostly wave-like to mostly particle-like upon being detected. Since the photons act mostly like waves while traveling, there are no gaps that develop between them while traveling. And since the photons act mostly like particles when being detected, there are gaps in the time when the photons are detected and in the locations where they are detected. The act of detecting the light causes it to collapse from wave-like to particle-like, and therefore introduces the gaps. A very dim light beam from a distant star has a very weak wave magnitude, which leads to large gaps in photon reception.;animal,sky,town,valley,syllable
Edexcel;O;3204 - Bengali;2010;Jan Feb;"Can a fire have a shadow?
";"Yes, you can form the shadow of a fire, but perhaps not for the reason that you are thinking. A shadow is formed any time part of a light beam is blocked or redirected. The shadow region is the region in the light beam where there is less light than in the rest of the beam. This dimmer region tends to take on the shape of the object that is blocking or redirecting some of the light, so we tend to think of a shadow as something that is cast or created by the intercepting object. With this concept in mind, in order for a fire to have a shadow, the fire needs to somehow block or redirect part of another beam of light.

";"A traditional flame can block or redirect light just fine for the simple reason that a traditional flame is more than just a pillar of light. A traditional hydrocarbon flame contains several components: hydrocarbon fuel molecules and oxygen molecules that are in the process of burning, little solid bits of half-burnt fuel and impurities (called soot or smoke), carbon dioxide and water vapor produced by the burning, light, and hot air. The light that you see in the flame is mostly created by the solid bits of airborne soot heating up so much that they glow via regular incandescence. The interface between the hot air in the flame and the colder surrounding air tends to bend light away from its forward-propagating direction. This deflection of light at the interface of different materials is called refraction. It is the same effect that enables a lens to focus light. Therefore, for the simple reason that a flame contains hot air, it is able to deflect away some of the light in a light beam and cast its own shadow. Hot air tends to rise turbulently. For this reason, shadows created by hot air tend to look like a bunch of dancing ripples. Also, the soot in a flame can absorb light and can therefore also contribute to the creation of a shadow of the flame.

To actually notice the shadow of a fire, the light beam that is going past the fire (e.g. sunlight) must be about as bright or brighter than the light created by the fire itself. Otherwise, the light created by the fire, which spreads out in all directions, will overpower and fill in any dim region created in the other beam of light. For example, pointing a weak flashlight at a roaring campfire will not enable you to see the shadow of the fire. Also, the smaller and cooler a flame is, and the less soot it has, the less it absorbs and redirects light, and therefore the dimmer its shadow will be. Depending on your particular setup, you may or may not be able to see the shadow of a flame with your naked eyes. For best results, you should use a bright light beam, such as direct sunlight, and a fire with lots of heat and soot.";Note that fire can have a shadow not because the incoming light beam scatters off the light in the flame. On the fundamental level, one beam of light cannot directly interact with another beam of light. Light beams never directly bounce off each other, absorb each other, or deflect each other. This is because light consists of quantum particles called photons which are by nature bosons. All bosons are able to overlap with each other, pass through each other, and occupy the exact same state at the exact same location. This is also because photons carry neither electric charge nor magnetic moment. Electromagnetic fields, such as those which constitute light, can only interact with objects that carry electric charge or a magnetic moment. Without any charge or magnetic moment to interact with, one bit of light cannot directly influence in any way another bit of light. Note that one light beam can indirectly deflect another light beam by changing the material that both beams are traveling through, or through more exotic effects, but such effects are not present in traditional flames. Fires can have shadows because they contain hot air and soot, and not because they contain light.;cry,browserling,planning,properly,its
Edexcel;O;5070 - Chemistry;2005;Jan Feb;"Can air make shadows?
";Yes, air can indeed make shadows. A shadow occurs when an object in a light beam prevents some of the light from continuing on in the forward direction. When the light beam hits a wall or the ground, a darker shape is visible where less light is hitting the surface. Both the light and the shadow, which is just the absence of light, travel to the surface at the speed of light. There are three ways that an object can prevent light from continuing on in the forward direction:;"Absorption. The light that hits the object is absorbed and converted to heat. A black table creates a shadow on the wall mostly by absorbing the light that hits it.
Reflection. The light that hits the object is reflected off the front surface and redirected to another part of the room. A silvery bowl creates a shadow on the wall by reflecting away the light that hits its front surface.
Refraction. The light that hits the object passes through, but the light's direction is bent by the object. If the direction is bent enough, the light that passes through the object will be angled out of the forward-traveling beam. As a result, the beam will have a dark spot; a shadow.
Consider completely transparent objects such as glass cups, bottles of water, or the lenses of eyeglasses. Even though such transparent objects do not absorb or reflect very much light, they still interact with light through refraction. Refraction is what makes transparent cups visible to our eyes. Refraction also enables clear objects to cast shadows. Take off your eyeglasses and place them on the table at night under the illumination of a single lamp and you will see a distinct shadow caused by the transparent lenses.

Although air is almost perfectly transparent, it can still cast shadows via refraction. The key principle regarding refraction is that light is bent when the index of refraction differs from one location to the next. Air and glass are different materials and have different indices of refraction. Light therefore bends when it goes from air into glass, such as at the surface of a glass lens. Refraction does not happen inside a glass lens because the material inside the lens is uniform. Refraction happens at the surface of a glass lens because that is the only place where the index of refraction differs. Uniform air itself cannot refract light and create shadows because the index of refraction does not differ anywhere. But, when different regions of air have different indices of refraction, the air can indeed bend light away from the forward direction and create a shadow.

The most common way to get a changing index of refraction in different regions of air is to heat the air. As air heats up, it expands and its index of refraction changes. A pocket of warm air sitting next to a pocket of cold air will therefore constitute regions with different indices of refraction. The interface between the cold air and the warm air will therefore bend light and cause shadows. This effect is most visible when strong direct sunlight is coming in sideways through a window, passes through cold ambient air and then passes through the hot air above a heater. The shadow that this air system creates on the far wall consists of waving, rolling lines mimicking the turbulent motion of the hot air as it rises.

The index of refraction of air also changes as the pressure and composition changes, therefore these effects can also lead to air shadows. For instance, the pressure variations caused by a plane plowing through the air can cause shadows. Also, gases being vented into ambient air creates spatial variations in the air, and therefore shadow-causing variations in the index of refraction.";"The ability of non-uniform air to create shadows is used to great advantage in the imaging technique known as schlieren photography. In schlieren photography, the shadows are used to accurately map out the variations in the air, as shown below.

schleiren photograph of air casting shadows
In schlieren photography, the ability of air variations to cast shadows is used to study the interaction of air with objects. For instance, this schlieren image was used to study the airflow around the SLS rocket as it travels at high speed (as simulated in a wind tunnel). Public Domain Image, source: NASA/MSFC.";again,iron,chance,flat,lead
Cambridge;O;5070 - Chemistry;2019;Jan Feb;"Can gold be created from other elements?
";Yes, gold can be created from other elements. But the process requires nuclear reactions, and is so expensive that you currently cannot make money by selling the gold that you create from other elements.;"All regular matter is made out of atoms. All atoms are made out of a small nucleus containing protons and neutrons bound together, and a large cloud of electrons bound to the nucleus. Since most of an atom's physical and chemical properties are determined by the number and shapes of its electrons, and since the number and shapes of its electrons are determined by the number of protons in the nucleus, the nature of an atom is largely determined by the number of protons in its nucleus. All atoms with the same number of protons in their nucleus behave almost identically. For this reason, we call a group of atoms with the same number of protons a ""chemical element"", and we associate various properties with particular elements.

Gold is the chemical element with 79 protons in each atomic nucleus. Every atom containing 79 protons is a gold atom, and all gold atoms behave the same chemically. In principle, we can therefore create gold by simply assembling 79 protons (and enough neutrons to make the nucleus stable). Or even better, we can remove one proton from mercury (which has 80) or add one proton to platinum (which has 78) in order to make gold. The process is simple in principle but hard to do in practice. Adding or removing protons from a nucleus are types of nuclear reactions. As such, no series of chemical reactions can ever create gold. Chemical reactions change the number and shape of the electrons in an atom but leave the nucleus of the atom unchanged. The ancient alchemist dream of creating gold by simply reacting chemicals is therefore impossible. You have to use nuclear reactions to create gold. The difficulty is that nuclear reactions require a lot of energy.

The nucleus of a stable atom is very tightly bound together, so it is hard to get anything permanently into or out of the nucleus. To induce a nuclear reaction, we have to shoot high-energy particles at a nucleus. We can get such particles either from radioactive decay, from nuclear reactions in a reactor, from the acceleration of slow particles, or from a mix of these techniques. For example, Sherr, Bainbridge, and Anderson created gold in 1941 by shooting neutrons at mercury. The neutrons were generated by a series of nuclear reactions that were kick-started by the Harvard cyclotron particle accelerator.

Usually gold is created from platinum, which has one less proton than gold, or from mercury, which has one more proton than gold. Bombarding a platinum or mercury nucleus with neutrons can knock off an neutron or add on a neutron, which through natural radioactive decay can lead to gold. As should be obvious by this production process, much of the gold created from other elements is radioactive. Radioactive gold is hazardous to humans and cannot be sold commercially. Furthermore, when radioactive gold undergoes radioactive decay after a few days, it is no longer gold. Therefore, in order to create non-radioactive gold that you can sell to consumers you have to:

Build a nuclear reactor to act as your source of neutrons.
Place mercury in the reactor. After a large amount of work, only a tiny portion of gold is created.
Decontaminate the resulting gold. This is harder than it sounds because you can't separate out non-radioactive gold from radioactive gold using purely chemical methods.";It should be obvious from this process that it currently costs much more money to create non-radioactive gold than you could ever earn by selling the gold. Creating gold from other elements is currently an expensive laboratory experiment and not a viable commercial activity. Perhaps technology will improve enough in the future to make creation of gold in nuclear reactors a profitable economic enterprise.;buffalo,limited,push,sitting,determine
Cambridge;AS;7010 - Computer Studies;2013;Aug Sep;"Can light bend around corners?
";"Yes, light can bend around corners. In fact, light always bends around corners to some extent. This is a basic property of light and all other waves. The amount of light that bends around a corner depends on the exact situation. For visible light on the human scale, the amount of light that bends around corners is often too small to notice unless you know how to look for it. The ability of light to bend around corners is also known as ""diffraction"". There are two mechanisms that cause light to bend around corners.";"1. Internal Diffraction.
Light is a lot more complex than many people realize. The ray picture of light, which describes light as a bunch of arrows traveling in straight lines and bouncing off objects, is an understandable and even useful picture, but it is greatly over-simplified. In reality, light is a quantized waving of the electromagnetic field. Light is always waving against itself, leading to internal interference of the different wave components in what we call internal diffraction. This diffraction causes a beam of light to slowly spread out as it travels, so that some of the light bends away from the straight line motion of the main part of the wave. Even seemingly perfect laser beams spread out as they travel because of internal diffraction. This turning away of some of the light from the forward direction is a form of ""bending around corners"" even when a corner may not exist. The tendency of beams to spread out via diffraction makes it so that a light beam can never be focused to a perfect point, and, in consequence, light microscopes cannot perform infinite magnification. Many textbooks imply that all diffraction is caused by light interacting with an object. This is not strictly true. A finite beam of light traveling through free space where no objects are present will still spread out because of internal diffraction. Other names for simple internal diffraction are ""beam spreading"" or ""beam divergence"". Note that when a system involves creating multiple beams, diffraction can lead to beautiful patterns of rings or stars, but the basic mechanism is still the same: light interferes with itself.

In general, a light beam spreads out more (turns the corner more) if the beam has a narrow beam width compared to its wavelength. Light can therefore be made to spread out more by reducing the beam width or by increasing the wavelength of the light. The wavelength of visible light is so small that you have to use very narrow beams of visible light in order to notice its diffraction. Such narrow beams are typically obtained by running light through a very narrow slit. For large-wavelength light such as radio waves, the bending of the wave around human-scale objects is much stronger. Note that the light from a flashlight spreads out not because of diffraction. It spreads out because the mirror in a flashlight is specifically designed to bounce light in different directions. Also, note that the fuzziness of shadows in everyday life is not caused by diffraction, but is instead caused by the fact that an extended light source creates many, slightly-offset, shadows of the object which blur together.

2. Interaction with Objects
Light can also interact with objects in such a way that its ability to bend around corners is enhanced. Light passing through a simple slit and diffracting could be described as light interacting with an object, but such a situation is more a case of internal diffraction. The slit simply creates a narrow beam and then does nothing more, so that the diffraction in such a case results internally from a narrow beam interfering with itself. In contrast, there are cases where the interaction of light with an object does more to the light than just change its beam width. If light hits an object made out of conducting material (such as metal), the electromagnetic fields in the light exert a force on and accelerate the free charges in the conductor, thereby inducing electric currents in the surface of the conducting object. These oscillating electric currents create more light, and this light induces more currents. The end result is that part of the light that hits an electrically conductive material couples to the surface of the object and travels as a surface wave. Light can therefore bend around the corner of an object by riding the curved surface of the object.";"For a smooth surface, the light can travel along the surface for a relatively long distance. However, roughness, irregularities, cracks, bumps, and seams on the object's surface interrupt the coupling between light and the electric currents in the surface, so that the surface waves tends to scatter off into space at such obstacles instead of continuing to ride the surface. In optics, light waves riding the surface of a conductive object are called ""surface plasmons"". In radar, such waves are called ""creeping waves"" or simply ""surface waves"". In radar images, this creeping wave effect can lead to physically important ghost images or echo images of the object, because it takes longer for the creeping wave to return to the receiver than the main reflected wave.";ice,region,riding,iron,using
Cambridge;AS;2210 - Computer Science;2020;Jan Feb;"Can momentum be hidden to human eyes like how kinetic energy can be hidden as heat?
";"Yes and no. In a regular mechanical system with macroscopic parts, momentum can not be ""hidden"" to human eyes. But in other systems, momentum can be hidden. For instance, in an electromagnetic system, momentum can be transferred to the electromagnetic field, which is invisible to human eyes at most frequencies. Therefore, momentum can be ""hidden"" in the electromagnetic field. Let us explore this topic more in depth.";"Every isolated system obeys the law of conservation of energy which states that if no energy is externally extracted or inserted into the system, its total energy will remain constant in time. For example, consider two hockey pucks sliding towards each other on ice. If you sum the kinetic (motional) energy of both pucks before they collide, you will find that it equals the sum of both energies after they collide. We can in fact use the conservation of energy along with some other information to predict what will happen in a simple collision like this.

But now suppose we fire the two pucks directly at each other at the same speed and cover their sides with perfect glue. What happens? Of course, when the pucks make contact, they stick together and both end up with zero speed, and therefore zero kinetic energy. This means that the total kinetic energy of the two-puck system at the beginning was some big number, but the total kinetic energy at the end was zero (at least according to human eyes). Has the glue broken the law of conservation of energy? No. If you did a careful analysis of this event, and measured everything you could think of, you would find that the heat (thermal energy) in the two pucks increases after the collision by the exact same amount as the kinetic energy that seemed to disappear (neglecting the friction of the ice). The macroscopic kinetic energy has therefore been converted into heat. The law of conservation of energy still holds as long as we add heat as one of the things that contributes to the total energy. Such a collision is called an inelastic collision.

But what is heat? On the atomic level, we find that hotter substances have their atoms vibrating faster and moving around at higher speeds. Thermal energy is therefore just the kinetic energy of microscopic, randomly-moving particles. When the two pucks with glue stick together, their kinetic energy is not really converted to some mysterious thing called ""heat"". Their macroscopic, ordered kinetic energy (ordered in the sense that all the atoms in the puck are moving along with the puck as it zips across the ice) is simply converted to microscopic, random kinetic energy. The atoms at the surface of each puck smash together, get displaced, smash into other atoms, and so on, creating vibrations. Macroscopic, ordered kinetic energy is obvious to the human eye (we see the puck moving), but microscopic, random kinetic energy is invisible to the human eye (we cannot directly see the atoms jiggling). In this sense, an inelastic collision causes some of the kinetic energy to be ""hidden"" from human eyes in the form of heat. If we include only the forms of energy visible to the human eye, glue seems to defeat the law of conservation of energy. But if we include hidden kinetic energy (heat), the law still holds.

Now there is another law called the law of conservation of momentum. It states that the total momentum of an isolated system before an event must be equal to the total momentum of the system after the event. What is the difference between this law and the law of conservation of energy. The difference is that energy is just a number, while momentum has a direction. Conservation of momentum therefore tells us things like: two pucks initially traveling to the right that collide (say, because one is going faster and overtakes the other) must still be traveling to the right after the collision. The total momentum of both pucks is to the right in the beginning, so it must be to the right in the end. The law of conservation of energy cannot tell us this because it says nothing about directions. Or similarly, if one puck traveling east approaches another puck traveling north, the total momentum is in the north-east direction. Conservation of momentum tells us that after the collision, the total momentum must still be in the north-east direction.

Since momentum obeys a conservation law just like energy, and since kinetic energy can be hidden from human eyes in the form of microscopic motion, it is natural to wonder whether momentum can also be hidden. Does the two-puck-glue system convert momentum to some hidden form upon collision, and therefore some momentum seems to get ""lost"" to human eyes? No. The reason the answer is no is because momentum is directional. The atoms do indeed jiggle faster after an inelastic collision, but the total momentum of atoms jiggling in place is always zero. Put simply, when the atomic motion is random, for every atom going left there is another atom going right, so that their directionality adds to zero. Since momentum describes the directionality of motion, the momentum for simple thermal motion is zero. In order for momentum to not be zero, the atoms have to all be traveling more or less in the same direction. But when all the atoms are traveling in the same direction, the macroscopic object itself is traveling somewhere, which is quite visible to the human eye. Because momentum is directional, it cannot be hidden from the human eye in the form of random atomic motion. Therefore, even if we cover the sides of the pucks with glue so that they stick, the total visible momentum before will equal the total visible momentum after. This makes sense because if the two pucks are flying at each other at the same speed from opposite directions (and have the same mass), their total momentum before is zero (east plus the same amount of west equals zero), so their total momentum after sticking together is zero (zero plus zero equals zero).

This idea extends beyond pucks colliding. Any macroscopic mechanical system cannot hide momentum. But, if the system has parts that are so small that they are invisible to the naked eye, and these parts can undergo ordered motion, momentum can be transferred and hidden in these parts. For instance, if a tennis ball is covered with dust grains that are so small you can't see them, when the tennis ball gets hit, the dust can fly off to one side and carry away some of the momentum. If we don't notice the dust, and don't include it in our calculations, we would find that some of the total momentum becomes hidden after the collision.

Richard Feynman states in his book, The Feynman Lectures on Physics, the following:

""Are there also hidden forms of momentum-perhaps heat momentum?"" The answer is that it is very hard to hide momentum for the following reasons. The random motions of the atoms of a body furnish a measure of heat energy, if the squares of the velocities are summed. This sum will be a positive result, having no directional character. The heat is there, whether or not the body moves as a whole, and conservation of energy in the form of heat is not very obvious. On the other hand, if one sums the velocities, which have direction, and finds a result that is not zero, that means that there is a drift of the entire body in some particular direction, and such a gross momentum is readily observed. Thus there is no random internal lost momentum, because the body has net momentum only when it moves as a whole. Therefore momentum, as a mechanical quantity, is difficult to hide. Nevertheless, momentum can be hidden-in the electromagnetic field, for example.

";"Let us move beyond mechanical systems. Electromagnetic waves such as light or radio waves carry momentum. Since all electromagnetic waves are invisible to humans except the narrow range of colors from red to violet, momentum can be hidden in the electromagnetic field. In practice, the momentum carried by electromagnetic waves is so small that you have to use very sensitive instruments to measure it, but in principle it is always there. For instance, if you turn on a radar gun, radio waves come out the front of the gun, carrying momentum with them. Because of momentum conservation, the radar gun itself must therefore recoil in the opposite direction when it is turned on. This recoil is typically too small to notice. But for the sake of the argument, suppose we have a giant radar gun that emits a large amount of radio waves. Since radio waves are invisible to the human eye, all that we would see would be the gun jump backwards upon being turned on, clearly violating conservation of momentum (if we only include visible momentum). We would therefore conclude (and rightly so), that there must be momentum hidden somewhere. In this way, momentum can be ""hidden"" in the electromagnetic field. Although, it is really only hidden to human eyes. We can detect radio waves just fine with an antenna.";salt,tightly,freedom,liquid,crowd
